DR_NO,Date Rptd,DATE OCC,DATE OCC,month,day,year,weeknum,dayofweek,month_text,week_text,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210808636,4/25/2021 0:00,4/19/2021 0:00,44305,4,19,2021,17,2,April,Monday,1800,8,West LA,848,2,354,THEFT OF IDENTITY,0100 1202 0923,74,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2100    CENTURY PARK                 LN,,34.0562,-118.4114
210809825,5/29/2021 0:00,5/28/2021 0:00,44344,5,28,2021,22,6,May,Friday,1730,8,West LA,895,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    MANNING                      AV,,34.0303,-118.4046
210809847,5/14/2021 0:00,5/8/2021 0:00,44324,5,8,2021,19,7,May,Saturday,1000,8,West LA,853,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,M,W,101,STREET,,,IC,Invest Cont,740,,,,11300    OHIO                         AV,,34.0481,-118.4505
210805943,2/18/2021 0:00,2/18/2021 0:00,44245,2,18,2021,8,5,February,Thursday,332,8,West LA,805,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2055 1514 1822 0903 0329 0311,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1800    ROSCOMARE                    RD,,34.1016,-118.4698
210806946,3/13/2021 0:00,3/13/2021 0:00,44268,3,13,2021,11,7,March,Saturday,414,8,West LA,897,1,330,BURGLARY FROM VEHICLE,1609 0216 1822 1309 1307 0344,46,F,W,101,STREET,,,IC,Invest Cont,330,,,,3200    OAKHURST                     AV,,34.0324,-118.3966
210811873,7/19/2021 0:00,7/19/2021 0:00,44396,7,19,2021,30,2,July,Monday,1140,8,West LA,859,1,480,BIKE - STOLEN,1822 1420 0209 0344,40,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,8600 W  PICO                         BL,,34.0538,-118.3785
210811024,6/29/2021 0:00,6/29/2021 0:00,44376,6,29,2021,27,3,June,Tuesday,300,8,West LA,859,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,35,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,1400 S  ROBERTSON                    BL,,34.0544,-118.3838
210804084,1/3/2021 0:00,1/1/2021 0:00,44197,1,1,2021,1,6,January,Friday,1100,8,West LA,857,1,310,BURGLARY,1607 0344 1822 0321,57,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,9100 W  PICO                         BL,,34.0553,-118.3899
210811035,6/30/2021 0:00,6/29/2021 0:00,44376,6,29,2021,27,3,June,Tuesday,2300,8,West LA,829,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,29,M,W,101,STREET,,,IC,Invest Cont,740,,,,1700    COMSTOCK                     AV,,34.0596,-118.4233
210808679,4/27/2021 0:00,4/15/2021 0:00,44301,4,15,2021,16,5,April,Thursday,2000,8,West LA,828,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1814 0344,31,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,,,,10800    LINDBROOK                    DR,,34.0604,-118.4421
210809550,5/22/2021 0:00,4/1/2021 0:00,44287,4,1,2021,14,5,April,Thursday,1000,8,West LA,885,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,34,M,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,10500    ESTHER                       AV,,34.0401,-118.4205
210804752,1/22/2021 0:00,1/22/2021 0:00,44218,1,22,2021,4,6,January,Friday,600,8,West LA,841,1,330,BURGLARY FROM VEHICLE,0321 0344 0346,35,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,TEXAS                        AV,AMHERST                      AV,34.0422,-118.4669
210809777,5/28/2021 0:00,5/27/2021 0:00,44343,5,27,2021,22,5,May,Thursday,2121,8,West LA,855,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 1307,76,F,W,203,OTHER BUSINESS,,,AA,Adult Arrest,745,,,,1600    WESTWOOD                     BL,,34.0525,-118.4393
210810018,6/2/2021 0:00,5/22/2021 0:00,44338,5,22,2021,21,7,May,Saturday,1900,8,West LA,831,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0557 0602,25,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11900    MONTANA                      AV,,34.0473,-118.4768
210809508,5/21/2021 0:00,5/20/2021 0:00,44336,5,20,2021,21,5,May,Thursday,815,8,West LA,803,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600    OLD RANCH                    RD,,34.0604,-118.4956
210810037,6/3/2021 0:00,6/2/2021 0:00,44349,6,2,2021,23,4,June,Wednesday,1600,8,West LA,842,2,662,"BUNCO, GRAND THEFT",1822 0701,48,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,1300    FEDERAL                      AV,,34.0465,-118.4588
210809062,5/6/2021 0:00,5/5/2021 0:00,44321,5,5,2021,19,4,May,Wednesday,1945,8,West LA,881,2,624,BATTERY - SIMPLE ASSAULT,2004,43,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,PICO                         BL,CENTINELA,34.0281,-118.4528
210810434,6/14/2021 0:00,6/14/2021 0:00,44361,6,14,2021,25,2,June,Monday,1415,8,West LA,815,1,310,BURGLARY,1822 1403 0352 0389 1609 0321 0344 0906 1402,57,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,300    DALKEITH                     AV,,34.0691,-118.4619
210811143,7/1/2021 0:00,6/28/2021 0:00,44375,6,28,2021,27,2,June,Monday,1800,8,West LA,836,1,480,BIKE - STOLEN,0344 1822,33,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,2000 S  BEVERLY GLEN                 BL,,34.0532,-118.4226
210805801,2/15/2021 0:00,2/14/2021 0:00,44241,2,14,2021,8,1,February,Sunday,2257,8,West LA,833,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,35,F,H,602,BANK,,,IC,Invest Cont,740,,,,10900    WILSHIRE                     BL,,34.0586,-118.4446
210812070,7/25/2021 0:00,7/25/2021 0:00,44402,7,25,2021,31,1,July,Sunday,1925,8,West LA,829,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0352 0104 1420 0325 1822,32,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10400    SANTA MONICA                 BL,,34.0564,-118.426
210805423,2/5/2021 0:00,2/5/2021 0:00,44232,2,5,2021,6,6,February,Friday,915,8,West LA,852,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,11700    IOWA                         AV,,34.0411,-118.4545
210810597,6/18/2021 0:00,6/18/2021 0:00,44365,6,18,2021,25,6,June,Friday,1930,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SAN VICENTE,BUNDY,34.0519,-118.4738
210810339,6/11/2021 0:00,6/8/2021 0:00,44355,6,8,2021,24,3,June,Tuesday,1857,8,West LA,858,2,354,THEFT OF IDENTITY,0100 1820,25,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 S  CANFIELD                     AV,,34.0491,-118.3895
210804621,1/20/2021 0:00,1/20/2021 0:00,44216,1,20,2021,4,4,January,Wednesday,1336,8,West LA,817,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 2004,36,F,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1000    WESTWOOD                     BL,,34.0608,-118.4454
210810802,6/24/2021 0:00,6/3/2021 0:00,44350,6,3,2021,23,5,June,Thursday,1630,8,West LA,853,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",601,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,11300    SANTA MONICA                 BL,,34.0463,-118.449
210811146,7/2/2021 0:00,7/1/2021 0:00,44378,7,1,2021,27,5,July,Thursday,1700,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11900    MAYFIELD                     AV,,34.0476,-118.4686
210811204,7/3/2021 0:00,7/3/2021 0:00,44380,7,3,2021,27,7,July,Saturday,1700,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0378 0325 0344,0,X,X,406,OTHER STORE,,,AA,Adult Arrest,442,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
210806040,2/21/2021 0:00,2/14/2021 0:00,44241,2,14,2021,8,1,February,Sunday,700,8,West LA,857,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,1100 S  ELM                          DR,,34.0558,-118.3949
210811282,7/6/2021 0:00,7/6/2021 0:00,44383,7,6,2021,28,3,July,Tuesday,1100,8,West LA,805,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1813 2000,76,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,MORAGA,SEPULVEDA,34.0778,-118.4695
210811980,7/23/2021 0:00,7/23/2021 0:00,44400,7,23,2021,30,6,July,Friday,1545,8,West LA,881,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 1822 0305,51,M,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,BARRINGTON,PICO,34.0316,-118.4457
210811303,7/6/2021 0:00,7/6/2021 0:00,44383,7,6,2021,28,3,July,Tuesday,230,8,West LA,829,1,320,"BURGLARY, ATTEMPTED",1822 1202,64,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,1500    WOODRUFF                     AV,,34.0604,-118.4263
210807026,3/15/2021 0:00,1/24/2021 0:00,44220,1,24,2021,5,1,January,Sunday,1215,8,West LA,855,2,354,THEFT OF IDENTITY,0100 1202 0928 0930,65,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500    GREENFIELD                   AV,,34.0507,-118.443
210806871,3/11/2021 0:00,2/25/2021 0:00,44252,2,25,2021,9,5,February,Thursday,730,8,West LA,805,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15500    COLLINA STRADA,,34.1167,-118.4758
210812200,7/29/2021 0:00,7/29/2021 0:00,44406,7,29,2021,31,5,July,Thursday,1050,8,West LA,883,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,2300    COTNER                       AV,,34.0376,-118.4379
220807065,3/15/2022 0:00,4/15/2021 0:00,44301,4,15,2021,16,5,April,Thursday,1200,8,West LA,898,2,354,THEFT OF IDENTITY,0100 1822,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8900    BEVERLYWOOD                  ST,,34.0378,-118.3857
210811717,7/15/2021 0:00,7/15/2021 0:00,44392,7,15,2021,29,5,July,Thursday,1143,8,West LA,893,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1609,60,M,O,203,OTHER BUSINESS,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,740,,,,2500 S  SEPULVEDA                    BL,,34.0348,-118.4339
210811302,7/6/2021 0:00,7/6/2021 0:00,44383,7,6,2021,28,3,July,Tuesday,1635,8,West LA,836,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0602 0913,0,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,OLYMPIC                      BL,PATRICIA                     AV,34.0495,-118.4221
210804172,1/6/2021 0:00,1/5/2021 0:00,44201,1,5,2021,2,3,January,Tuesday,1930,8,West LA,881,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300 1609,35,F,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,1800    FEDERAL                      AV,,34.0341,-118.4525
210807072,3/16/2021 0:00,3/14/2021 0:00,44269,3,14,2021,12,1,March,Sunday,1430,8,West LA,832,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,30,M,W,101,STREET,,,IC,Invest Cont,331,,,,11600    MAYFIELD                     AV,,34.0531,-118.4618
210809988,5/30/2021 0:00,5/30/2021 0:00,44346,5,30,2021,23,1,May,Sunday,1222,8,West LA,841,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,1200    ARMACOST                     AV,,34.0423,-118.4656
210809548,5/22/2021 0:00,5/22/2021 0:00,44338,5,22,2021,21,7,May,Saturday,910,8,West LA,881,1,761,BRANDISH WEAPON,1822 1309 2004 0432 0421 0334,34,M,W,101,STREET,304,CLUB/BAT,IC,Invest Cont,761,930,,,CARMELINA,EXPOSITION,34.0308,-118.4559
210809992,6/1/2021 0:00,5/31/2021 0:00,44347,5,31,2021,23,2,May,Monday,2230,8,West LA,881,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,73,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,11600    LA GRANGE                    AV,,34.0376,-118.4493
210806740,3/9/2021 0:00,3/9/2021 0:00,44264,3,9,2021,11,3,March,Tuesday,500,8,West LA,885,1,310,BURGLARY,0344 1606 1822 0216 0314 1420,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10600    BUTTERFIELD                  RD,,34.036,-118.4177
210806874,3/11/2021 0:00,3/11/2021 0:00,44266,3,11,2021,11,5,March,Thursday,100,8,West LA,887,1,310,BURGLARY,0344 1822 1606 0314,55,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2200 S  BEVERLY                      DR,,34.0424,-118.3949
210810533,6/17/2021 0:00,6/17/2021 0:00,44364,6,17,2021,25,5,June,Thursday,1215,8,West LA,858,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,44,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1100 S  ROBERTSON                    BL,,34.0521,-118.3864
210807925,4/8/2021 0:00,4/8/2021 0:00,44294,4,8,2021,15,5,April,Thursday,600,8,West LA,884,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,11300 W  PICO                         BL,,34.0349,-118.4393
210800599,3/2/2021 0:00,3/2/2021 0:00,44257,3,2,2021,10,3,March,Tuesday,130,8,West LA,852,1,310,BURGLARY,1309 0344 1822 1607 0326 1501 1420,50,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,1700    BARRY                        AV,,34.0406,-118.4519
210806934,3/13/2021 0:00,3/12/2021 0:00,44267,3,12,2021,11,6,March,Friday,2030,8,West LA,836,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0346,40,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,1800    PARNELL                      AV,,34.0527,-118.4299
210806733,3/8/2021 0:00,3/7/2021 0:00,44262,3,7,2021,11,1,March,Sunday,2000,8,West LA,841,1,330,BURGLARY FROM VEHICLE,0358 0344 0346,31,M,B,101,STREET,,,IC,Invest Cont,330,,,,ROCHESTER                    AV,CARMELINA                    AV,34.0396,-118.4671
210810974,6/28/2021 0:00,3/22/2021 0:00,44277,3,22,2021,13,2,March,Monday,2000,8,West LA,827,1,480,BIKE - STOLEN,1602 0344 0397 1822,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,500 S  BARRINGTON                   AV,,34.0604,-118.4684
210808628,4/26/2021 0:00,4/26/2021 0:00,44312,4,26,2021,18,2,April,Monday,800,8,West LA,834,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309,40,F,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,WESTHOLME,ASHTON,34.0605,-118.4331
210807436,3/26/2021 0:00,3/26/2021 0:00,44281,3,26,2021,13,6,March,Friday,150,8,West LA,847,1,480,BIKE - STOLEN,0201 1420 0206 0344 1822,40,F,O,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,2300    PELHAM                       AV,,34.0428,-118.4241
210805809,2/15/2021 0:00,2/14/2021 0:00,44241,2,14,2021,8,1,February,Sunday,1010,8,West LA,823,1,310,BURGLARY,1602 0344 1402 1309 1420 1822 0397,0,M,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,998,,,15200    EARLHAM                      ST,,34.0364,-118.5254
210810091,6/4/2021 0:00,6/1/2021 0:00,44348,6,1,2021,23,3,June,Tuesday,800,8,West LA,812,2,649,DOCUMENT FORGERY / STOLEN FELONY,923,48,M,W,602,BANK,,,IC,Invest Cont,649,,,,500 N  KENTER                       AV,,34.0679,-118.4862
210810686,6/21/2021 0:00,6/20/2021 0:00,44367,6,20,2021,26,1,June,Sunday,2200,8,West LA,827,1,480,BIKE - STOLEN,0344 1822,37,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,600 S  BARRINGTON                   AV,,34.0563,-118.4677
210808566,4/25/2021 0:00,4/25/2021 0:00,44311,4,25,2021,18,1,April,Sunday,1,8,West LA,828,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1821 0416 0444 1202,67,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10700    WILSHIRE                     BL,,34.0649,-118.4372
210808862,5/2/2021 0:00,5/1/2021 0:00,44317,5,1,2021,18,7,May,Saturday,2030,8,West LA,847,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,68,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,10300    ALMAYO                       AV,,34.0481,-118.416
210800740,5/5/2021 0:00,5/5/2021 0:00,44321,5,5,2021,19,4,May,Wednesday,50,8,West LA,838,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0416 0429 0446 0406 1300 1317 1306 1420,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,,,600    LANDFAIR                     AV,,34.0661,-118.4485
210808695,4/27/2021 0:00,4/24/2021 0:00,44310,4,24,2021,17,7,April,Saturday,1800,8,West LA,857,1,330,BURGLARY FROM VEHICLE,0352 0344,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1600    REXFORD                      DR,,34.0495,-118.3942
210804373,1/12/2021 0:00,1/11/2021 0:00,44207,1,11,2021,3,2,January,Monday,2100,8,West LA,842,1,330,BURGLARY FROM VEHICLE,0344 1822 1420,46,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,11600    ROCHESTER                    AV,,34.047,-118.4567
210809607,5/23/2021 0:00,5/3/2021 0:00,44319,5,3,2021,19,2,May,Monday,530,8,West LA,833,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1400    MIDVALE                      AV,,34.0536,-118.4416
210808936,5/3/2021 0:00,5/3/2021 0:00,44319,5,3,2021,19,2,May,Monday,1700,8,West LA,831,1,310,BURGLARY,0216 0389 0202 1309 1420 0314 1609 1822,42,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100    AMHERST                      AV,,34.046,-118.4713
210810685,6/20/2021 0:00,6/13/2021 0:00,44360,6,13,2021,25,1,June,Sunday,1810,8,West LA,839,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
210810275,6/10/2021 0:00,4/28/2021 0:00,44314,4,28,2021,18,4,April,Wednesday,1300,8,West LA,811,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 1202 1803 0344,75,F,H,210,RESTAURANT/FAST FOOD,,,AO,Adult Other,341,,,,16600    MARQUEZ                      AV,,34.048,-118.545
210804881,1/25/2021 0:00,1/22/2021 0:00,44218,1,22,2021,4,6,January,Friday,1630,8,West LA,887,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,2600    CARDIFF                      AV,,34.0374,-118.395
210806123,2/22/2021 0:00,2/2/2021 0:00,44229,2,2,2021,6,3,February,Tuesday,1040,8,West LA,853,2,354,THEFT OF IDENTITY,0100 0929,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700    PURDUE                       AV,,34.0428,-118.4481
210807043,3/16/2021 0:00,3/16/2021 0:00,44271,3,16,2021,12,3,March,Tuesday,1030,8,West LA,889,2,624,BATTERY - SIMPLE ASSAULT,400,34,F,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1900 S  ROBERTSON                    BL,,34.0446,-118.3867
210808724,4/28/2021 0:00,4/27/2021 0:00,44313,4,27,2021,18,3,April,Tuesday,1200,8,West LA,898,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,25,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,2800 S  ROBERTSON                    BL,,34.0367,-118.3888
210812244,7/30/2021 0:00,7/30/2021 0:00,44407,7,30,2021,31,6,July,Friday,1837,8,West LA,859,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822 0216 0209 0344 0104 0346 1420,17,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,1500 S  LA CIENEGA                   BL,,34.0495,-118.3805
210810325,6/9/2021 0:00,6/3/2021 0:00,44350,6,3,2021,23,5,June,Thursday,1500,8,West LA,853,1,121,"RAPE, FORCIBLE",0913 0500 0527 1402,18,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1800    PURDUE                       AV,,34.0428,-118.4481
210805546,2/8/2021 0:00,2/6/2021 0:00,44233,2,6,2021,6,7,February,Saturday,2000,8,West LA,899,1,330,BURGLARY FROM VEHICLE,1612 0344 0346,58,F,W,710,OTHER PREMISE,,,IC,Invest Cont,330,,,,8600    VENICE                       BL,,34.0336,-118.3807
210811373,7/7/2021 0:00,7/7/2021 0:00,44384,7,7,2021,28,4,July,Wednesday,1001,8,West LA,858,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0209 1822 0339 0329 1420,0,X,X,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,1400 S  ROBERTSON                    BL,,34.0521,-118.3864
210810528,6/17/2021 0:00,6/11/2021 0:00,44358,6,11,2021,24,6,June,Friday,344,8,West LA,825,1,310,BURGLARY,0202 0216 1420 1309 1605 0394 0349 0344 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,12200    SAN VICENTE                  BL,,34.0497,-118.486
210807366,3/24/2021 0:00,3/21/2021 0:00,44276,3,21,2021,13,1,March,Sunday,1730,8,West LA,881,1,310,BURGLARY,1822 0202 0104 1420 1602 1309 0344,47,F,W,221,PUBLIC STORAGE,,,AO,Adult Other,310,,,,11800 W  OLYMPIC                      BL,,34.033,-118.4504
210804574,1/19/2021 0:00,1/19/2021 0:00,44215,1,19,2021,4,3,January,Tuesday,1415,8,West LA,811,1,330,BURGLARY FROM VEHICLE,1822 0321 0344,26,F,A,108,PARKING LOT,,,AO,Adult Other,330,,,,500    LOS LIONES                   DR,,34.046,-118.5593
210807680,4/1/2021 0:00,3/14/2021 0:00,44269,3,14,2021,12,1,March,Sunday,805,8,West LA,859,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,F,O,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,CASHIO                       ST,SHERBOURNE                   DR,34.0516,-118.3809
210806032,2/19/2021 0:00,2/19/2021 0:00,44246,2,19,2021,8,6,February,Friday,1130,8,West LA,896,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0421 0201,42,M,W,402,MARKET,511,VERBAL THREAT,IC,Invest Cont,930,,,,9800    NATIONAL                     BL,,34.0313,-118.4007
210809956,5/31/2021 0:00,5/30/2021 0:00,44346,5,30,2021,23,1,May,Sunday,700,8,West LA,823,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,600    HAMPDEN                      PL,,34.042,-118.5273
210806615,3/5/2021 0:00,3/5/2021 0:00,44260,3,5,2021,10,6,March,Friday,2100,8,West LA,887,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1609,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,9500    CRESTA                       DR,,34.0468,-118.3987
210804295,1/8/2021 0:00,1/6/2021 0:00,44202,1,6,2021,2,4,January,Wednesday,1200,8,West LA,881,2,860,BATTERY WITH SEXUAL CONTACT,0913 0500 0522,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1800    FEDERAL                      AV,,34.0341,-118.4525
210810083,6/4/2021 0:00,5/25/2021 0:00,44341,5,25,2021,22,3,May,Tuesday,1,8,West LA,831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,800 S  GRETNA GREEN                 WY,,34.0486,-118.4728
